,A1S1,A2S9,A3S17,A4S25,A5S33,A6S41,B1S2,B2S10,B3S18,B4S26,B5S34,B6S42,C1S3,C2S11,C4S27,C5S35,C6S43,D1S4,D2S12,D3S20,D4S28,D5S36,D6S44,E1S5,E2S13,E3S21,E4S29,E5S37,E6S45,F1S6,F2S14,F3S22,F4S30,F5S38,F6S46,G1S7,G2S15,G3S23,G4S31,G5S39,G6S47,H1S8,H2S16,H3S24,H4S32,H5S40,H6S48,A7S49,A8S57,A10S73,A11S81,A12S89,B7S50,B8S58,B9S66,B10S74,B11S82,B12S90,C8S59,C9S67,C10S75,C11S83,C12S91,D7S52,D8S60,D10S76,D11S84,D12S92,E7S53,E9S69,E11S85,E12S93,F7S54,F8S62,F9S70,F10S78,F11S86,F12S94,G7S55,G9S71,G10S79,G11S87,G12S95,H7S56,H8S64,H9S72,H11S88,A10_tophat,A11_tophat,A12_tophat,A1_tophat,A2_tophat,A3_tophat,A4_tophat,A5_tophat,A6_tophat,A7_tophat,A8_tophat,A9_tophat,B10_tophat,B11_tophat,B12_tophat,B1_tophat,B2_tophat,B3_tophat,B4_tophat,B5_tophat,B6_tophat,B7_tophat,B8_tophat,B9_tophat,C10_tophat,C11_tophat,C12_tophat,C1_tophat,C2_tophat,C3_tophat,C4_tophat,C5_tophat,C6_tophat,C7_tophat,C8_tophat,C9_tophat,D10_tophat,D11_tophat,D12_tophat,D1_tophat,D2_tophat,D3_tophat,D4_tophat,D5_tophat,D6_tophat,D7_tophat,D8_tophat,D9_tophat,E10_tophat,E11_tophat,E12_tophat,E1_tophat,E2_tophat,E3_tophat,E4_tophat,E5_tophat,E6_tophat,E7_tophat,E8_tophat,E9_tophat,F10_tophat,F11_tophat,F12_tophat,F1_tophat,F2_tophat,F3_tophat,F4_tophat,F5_tophat,F6_tophat,F7_tophat,F8_tophat,F9_tophat,G10_tophat,G11_tophat,G12_tophat,G1_tophat,G2_tophat,G3_tophat,G4_tophat,G5_tophat,G6_tophat,G7_tophat,G8_tophat,G9_tophat,H10_tophat,H11_tophat,H12_tophat,H1_tophat,H2_tophat,H3_tophat,H4_tophat,H5_tophat,H6_tophat,H7_tophat,H8_tophat,H9_tophat
PPA2,20.80352459,0,53.60962288,0,6.085626081,15.19615723,29.28657299,7.576601793,1.867076132,30.84626747,10.31563305,41.54135486,57.26198044,53.6988978,25.70288598,56.11300856,6.199640352,9.035992455,16.78230349,0.183238798,8.349937044,0,36.18940656,3.875013229,45.50384653,24.27921369,6.114722031,24.36228854,9.131174048,27.54617099,33.99543283,46.63596907,5.153666322,30.0429303,18.79753033,63.62276178,30.71448651,22.87860272,68.041153,59.71145487,20.96080098,40.43463694,66.18213652,12.42431621,34.41612379,22.18618027,43.72341809,44.12525914,39.89326421,0,3.167807191,43.69444029,38.7790003,99.77661015,0,2.351438134,6.721990079,0,27.20402492,0,13.822466,0.535611353,0,0,1.999275734,0,0,13.8307729,0,96.41632982,15.56386164,13.24017022,52.04054504,9.799819916,80.33401353,0,0.999134779,179.3366349,0,0,0,0,1.112958754,17.8597008,0,54.83997285,0,7.098032083,7.303780748,8.098032083,5.209453366,5.700439718,6.988684687,6.442943496,7.95419631,7.330916878,7.888743249,5.700439718,8.991521846,7.044394119,7.098032083,7.312882955,6.285402219,5.977279923,6.988684687,2.807354922,4.906890596,7.266786541,6.129283017,8.707359132,9.047123912,6.14974712,8.174925683,7.459431619,7.303780748,6.807354922,7.129283017,5.523561956,7.169925001,6.087462841,7.95419631,8.174925683,8.321928095,5,4.321928095,4.754887502,7.651051691,6.50779464,7.098032083,8.434628228,7.383704292,0,5.882643049,8.339850003,8.997179481,8.294620749,2,6.942514505,6.14974712,4.700439718,9.250298418,7.794415866,8.214319121,7.820178962,8.618385502,9.908392621,5.95419631,7.607330314,7.707359132,5.754887502,6.06608919,7.46760555,6.584962501,7.607330314,7.54689446,7.033423002,7.434628228,8.927777962,6.539158811,8.912889336,4.64385619,7.491853096,6.882643049,7.22881869,4.247927513,8.233619677,1.584962501,0,8.527477006,9.562242424,9.060695932,7.982993575,6.807354922,9.01402047,7.400879436,4.392317423,6.95419631,7.768184325,6.442943496,7.599912842,7.339850003,8.761551232,7.599912842
HADH,40.03222469,0,5.550329062,0,0,0,0,0,0,0.552839237,0,12.98139011,2.202857189,6.059639215,0,0,10.93580457,0,3.883478361,9.770136778,0,39.24103051,2.742840594,0,0,0,0,0,0.524923374,41.9639541,3.641399088,0,18.47321695,0,0,0,0,0,5.474692712,24.1693606,0,0,0,1.831669953,0,15.02156508,3.960501907,0,5.497106695,0,0,0,0,73.01966188,64.64088428,0,26.25720075,11.0196398,0,91.23464341,0,118.7211053,0,0,0,7.506895658,0,101.7836231,22.35071612,0,0,93.91717553,0,17.27090499,36.60747029,0,0,0,54.26326132,0,0,66.02904355,137.6169552,0,0,0,0,7.129283017,5.169925001,7.257387843,0,5.64385619,5.882643049,3.700439718,0,1,0,1,1,0,6.491853096,2,4.392317423,1,6,3.807354922,7.321928095,0,0,1,8.252665432,4.857980995,6.599912842,6.906890596,1,0,5.285402219,0,7.044394119,3.169925001,0,7.851749041,7.392317423,0,1,1,6.044394119,6.459431619,2.584962501,3,5.700439718,0,6.475733431,8.016808288,5.554588852,3.459431619,1.584962501,7.189824559,4.906890596,5.727920455,0,0,4.807354922,3.459431619,6.894817763,4.459431619,0,5.169925001,6.044394119,6.539158811,0,1,6.741466986,7.357552005,0,8.50779464,6.044394119,7.108524457,7.693486957,6.965784285,5.247927513,5.321928095,8.13442632,0,0,0,1.584962501,0,0,5,0,4.584962501,4.247927513,7.17990909,8.076815597,4.321928095,1.584962501,6.087462841,4.169925001,7.499845887,0,6.569855608,0
PAPSS1,0,4.492187525,20.89409589,0,30.47181768,0,0,0,76.89464354,0,0,0.475107183,41.02077305,40.91791852,57.09351467,0,0.436626104,12.09129065,23.59388036,0.245196483,96.73693066,0,0,0,0,15.18490388,17.24120044,0,0,0,0,0,3.24529487,0,0,0,37.77863465,1.155261829,77.58280753,33.19575571,52.22764431,0.325943452,11.27127212,37.54098326,0,0,2.846306653,0,0.268252204,96.95819368,0,0,62.81561923,0,0,0,0,0,0,0,0,34.22314763,0,0,0.823163557,0,0,0.56945563,0,0,2.23139978,10.79630147,0,0,0,0,0,0,0.254885965,0,0,27.17730019,0,0,0,0,0,0,5.554588852,0,6.87036472,3.169925001,5.554588852,5.672425342,0,6.22881869,4.321928095,0,5.209453366,0,8.290018847,5.906890596,8.707359132,3.584962501,1,4.807354922,7.055282436,0,1,1,6.14974712,4.459431619,0,6.539158811,0,1,2.807354922,0,0,6.285402219,4,3.169925001,5.781359714,3.906890596,1.584962501,0,5.087462841,0,0,0,0,0,0,8.741466986,4.64385619,0,0,1.584962501,0,0,0,7.426264755,1,0,4.584962501,3,0,0,0,3.321928095,0,0,0,8.144658243,4.247927513,2.584962501,1,2.807354922,7.754887502,5.930737338,7.62935662,7.392317423,0,0,0,8.266786541,0,0,1.584962501,1.584962501,3.169925001,4.584962501,3.459431619,7.209453366,0,1.584962501,2.584962501,1.584962501,7.857980995,3.169925001,0,0,5.209453366
SEC24B,0.732290947,9.579660908,60.56965797,23.01246353,0.350116557,0.444296632,3.858054135,21.82827832,64.56304824,0,1.761487715,0,0,6.429078083,0,1.556747434,0.290972521,0,0.189436456,5.719058796,0,0,0.963331445,16.78391025,11.44498612,24.71013803,0,0.371365281,0,57.59139031,6.868275153,15.78493741,3.514388826,2.320439964,2.346755866,1.778022155,0,0,23.92822199,0.257232826,2.578154562,34.75397822,0,0,38.57023333,19.47030522,41.09756308,76.07344607,6.614351996,0,0,0,13.65033638,0.523382149,0,0,90.52898206,0,4.043160631,0,0,0.716440478,0,0,1.097130811,1.28165488,0,0,0,0,0,0,0,35.29833508,32.53392073,0,0,0,19.87348654,0,0,0,20.6764947,5.039949425,10.55745202,0,0,4.247927513,5.247927513,6.714245518,3.807354922,1.584962501,0,0,6.741466986,2,4.169925001,3,0,7.21916852,3.584962501,3.584962501,3.169925001,0,0,5.087462841,0,1,8.876516947,8.622051819,5.044394119,5.857980995,4.584962501,5.247927513,7.936637939,5.882643049,5.321928095,2.584962501,4.247927513,7.159871337,5.832890014,5.247927513,1,5,5.044394119,1.584962501,2.584962501,0,5.169925001,7.87036472,8.262094845,0,7.787902559,7.584962501,6.357552005,0,0,6.820178962,0,0,0,3.321928095,0,6.523561956,4.700439718,8.930737338,4.857980995,0,5.781359714,9.447083226,3,0,6.321928095,0,8.988684687,6.044394119,1,7.515699838,0,6.491853096,2.807354922,6.129283017,0,7.339850003,0,0,6.686500527,0,9.21916852,3.169925001,3.321928095,5.209453366,2.321928095,6.62935662,1.584962501,7.209453366,6.189824559,7.651051691,5.087462841,5.392317423,1,8.022367813,5.554588852
GUCD1,39.66125926,0,96.80731181,0,0.201728672,0,25.6490453,21.85989305,36.4535381,42.13919124,0.451078452,56.55233633,38.33671909,4.853882731,101.1590453,140.4383289,51.80425559,0.265296716,1.309784323,32.57523792,21.22518657,2.262368973,54.39472591,48.06798496,59.22901499,86.23785952,42.1891325,24.39277054,0,0,0,0,97.03970872,0,0,24.95940669,140.2764606,4.657651441,69.67288886,48.90973501,0.247578359,41.55062935,86.14442635,0,26.28554483,35.82624082,0.485731682,0,31.51824202,18.89234604,0,207.1275112,192.5350258,2.211440772,195.5748776,7.517494813,0.531347416,90.07299255,0,99.85618367,0.80399801,323.2189814,0,35.17719525,17.22581976,67.51620295,0,14.64980874,127.8126588,0,457.1453363,19.3454593,0,53.3133216,0,1.067274229,216.1226257,0,16.44191753,135.6034151,0,117.1781398,77.96060228,0,0,164.3840105,46.4446844,7.499845887,6.672425342,7.768184325,0,0,4.459431619,7.266786541,7.700439718,1,8.113742166,0,7.665335917,1,9.707359132,7.451211112,0,7.794415866,7.098032083,6.882643049,0,2.807354922,8.199672345,7.087462841,7.434628228,0,8.224001674,0,6.794415866,7.73470962,0,8.87036472,8.636624621,7.569855608,0,7.531381461,2.807354922,5,6.62935662,3.584962501,7.727920455,0,4.321928095,5.807354922,8.144658243,0,0,6.491853096,7.539158811,6,0,7.636624621,0,0,1,0,0,5.459431619,7.022367813,7.22881869,1.584962501,0,1,8.531381461,6.554588852,0,6.882643049,7.22881869,6.977279923,7.6794801,6.108524457,7.129283017,7.169925001,5.169925001,9.162391329,7.839203788,1,7.189824559,6.768184325,1,8.199672345,0,6.169925001,6.64385619,1,7.434628228,5.754887502,8.224001674,7.727920455,4.523561956,7.74819285,8.696967526,8.22881869,6.129283017,7.247927513,8.189824559,6.321928095
B4GALNT3,0,0,3.04838406,0,0,0,0.243646429,0,2.581918959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.754887502,2.584962501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.857980995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERP27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.6223873,0,0.990543137,26.4894791,0,0,0,0,0,3.133625705,1.518810628,0,0,0,0,0,0,12.79456834,0,0,0,0,0,0,0,0,0,0,0,0,33.77906115,0,0,0,0,0,114.4362387,0,0,0,19.54750068,14.87926081,0,120.1900176,511.8140241,0,0,39.10279673,0,0,14.57374881,0,15.51144555,187.3578597,0,26.48072861,0,0,3.6862391,42.06099891,246.0676404,0,0,71.62106505,0,0,0,0,158.7317321,0,0,0,7.169925001,3.169925001,0,0,0,0,1,7.813781191,6.820178962,0,0,3,0,0,0,6.820178962,0,0,0,1,5.247927513,0,0,0,0,0,0,0,0,0,0,6.727920455,3.584962501,0,0,0,1,0,7.64385619,7.787902559,2.807354922,2.807354922,5.857980995,5.087462841,0,0,0,0,0,0,0,3.459431619,5.321928095,0,8.503825738,0,0,0,0,1,1,0,4.459431619,0,0,7.011227255,7.607330314,7.321928095,0,0,0,0,6.523561956,0,0,0,7.857980995,7,0,0,0,0,0,0,0,0,0,6.339850003,5.857980995,3.169925001,0,0,0,0,0,0
GABARAPL1,0,1.911873252,2.371338408,0,0,4.539959124,0,0,0,0,0.499983923,0,0,4.530640676,0,0,0,0,0,0,0,0.250765274,0,0,0,0,0,0,0,5.536835094,0.302509224,0,0,0,0,0.206458809,0.353375211,0,0.272886054,0,0,0.277442811,0.45686181,0.456497936,0,0,0,2.512958346,0,0.615901034,0.150340336,0,0,0,0,0,0,0,0,0,0,0,0,0.615648494,0,0,0,0,0,0,0,0,32.4333629,0,0,0,0,0,0,0,0,0,53.03096835,0,0,65.05518656,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.882643049,6.672425342,0,0,0,5.523561956,0,0,7.845490051,0,0,0,0,0,0,1.584962501,0,0,0,1,0,4.459431619,1.584962501,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6.129283017,1,0,0,0,0,3.169925001,6.584962501,0,0,0,0,0,0,2.584962501,0,0,0,0,0,0,0,0,0,0,0,0,2.321928095,0,1,0,0,0,0,1,0,0,0,0,0
CPNE8,0,0,0,113.6794151,0,0,0,0,32.07098491,43.38101091,0,0,0,0,0,0,0,0,45.63380823,53.52604179,0,0,110.2038708,0,0,0,0,0,0,0,0,0,0,0,0,0,26.21200553,0,0,0,0,0,0,0,0,0.94957129,0,0,0,0,0,0,75.5795944,0,0,0,0,0,0,0,0,0,0,26.88165302,30.96290454,0,0,0,0,0,31.97449078,38.86191644,0,0,0,0,0,70.12143707,0,81.82243341,0,0,0,56.69119659,0,0,0,7.400879436,4.584962501,7,0,1,0,0,6.965784285,0,0,0,0,0,0,4.392317423,0,0,0,0,8.810571635,8.271463028,2.807354922,1,6.266786541,0,0,0,0,0,0,8.344295908,0,0,0,0,0,8.049848549,0,6.965784285,0,10.31288296,0,9.071462363,7.658211483,1,1,0,1,7.22881869,1.584962501,1.584962501,7.330916878,0,12.41574177,0,1.584962501,1,6.930737338,1,1,1,7.721099189,0,7.375039431,1,1,1,7.971543554,0,4.754887502,0,0,9.54689446,9.06608919,0,7.599912842,1,1,0,0,0,6.442943496,7.348728154,0,1,5.392317423,8.622051819,8.503825738,6.22881869,0,0,0,5.087462841,1,0,0
YARS2,0,0,59.09475587,45.99684186,0,13.46877394,10.07622903,0,5.383749887,16.87354237,4.271935122,26.10705139,1.876318414,0,22.79029036,0,19.05288611,3.349987431,1.837674472,0,0,29.99604795,34.26511456,18.55628182,17.15838971,4.56584211,0,4.503149162,2.980745179,19.52373915,0,72.88190991,9.834284001,18.4172669,53.66100935,0,0,76.55112749,25.38829385,16.21977283,0,0,13.87908813,0,0,31.98713847,32.20082796,0.530150134,0.867082866,0,0,0,4.855341766,0,0,0,0,0,0,2.088993252,0,0,0,0,17.62744321,27.97426179,0,0,0,31.04773328,0,52.79340992,0,0,8.724608242,0,4.861728551,0,132.6444566,7.375747622,0,0.245380807,0,0,243.7100873,0,0,2.807354922,5.321928095,5.285402219,6.475733431,1.584962501,0,2,0,4.459431619,1,0,3.807354922,0,0,5.209453366,6.409390936,7.022367813,0,6.442943496,3.321928095,0,0,0,4.459431619,1,6.491853096,4.857980995,0,0,5.906890596,6,1.584962501,7.06608919,5.169925001,3.169925001,4.523561956,5.857980995,1,3.700439718,6.700439718,0,0,4.584962501,0,0,1.584962501,4.857980995,6.209453366,0,0,6.14974712,0,2.584962501,7.651051691,7.266786541,0,5.754887502,2,5.523561956,4.807354922,2,4.523561956,2.584962501,7.14974712,1,3,5.044394119,0,0,2.584962501,0,2.807354922,2,3.807354922,7.894817763,3.807354922,5.209453366,5.781359714,1,7.87036472,1,6.977279923,2,7.21916852,6.357552005,3.700439718,3.584962501,1,0,0,6.569855608,2.584962501,5.523561956,3.459431619,7.672425342,6.442943496
ALG10,0.290257952,0,0,0,0,0,0,0,0,0,0,17.69511751,0,0,0,0,0,0,0,0,0,0,0,0.586997089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.424983041,0,6.348216177,0,0,0,0,14.69594763,0,0,0,0,0,0,0,0,0,0,0,0.270173687,0.191048815,0.326152068,0,0,0,0,0,0,0,0,0,0,0.550659032,0,0,0,0,0,0,0,42.67051535,0,0,0,0,2.321928095,0,0,0,5.64385619,0,0,6.930737338,0,0,0,0,0,3.169925001,0,1,0,0,5.727920455,0,0,8.968666793,0,5.781359714,2.321928095,0,0,0,0,0,0,5.781359714,0,7.189824559,3,0,1.584962501,0,0,2,2.321928095,0,0,0,0,0,0,0,0,4.087462841,0,7.266786541,0,0,0,6.857980995,1,0,0,0,0,0,0,0,0,0,0,0,4.459431619,0,0,6.169925001,0,0,2.807354922,0,6.741466986,4.906890596,0,0,0,4.584962501,0,0,1,0,7.357552005,0,0,0,7.044394119,4.459431619,5.857980995,0,0
PIK3C2G,0,0,0,0,0,0,0,0,0,0,0.17239952,0,1.36298303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.523561956,0,0,0,0,5.285402219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.060695932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETNK1,597.2332874,149.3524294,250.0394831,228.4800697,120.5754018,161.9270563,216.5114271,522.549651,111.9779664,218.2549035,48.76006069,387.9390807,357.7248054,240.5557384,380.8718976,333.4205907,223.9593935,187.3217324,261.802316,170.7460777,223.1072124,110.9564238,306.1833525,594.3078937,139.8799316,290.8961498,91.44829838,161.2566115,414.4680501,263.8363677,109.8579366,350.8545995,121.8662008,284.1404116,148.4584929,79.5082426,193.3767002,158.5665618,319.2167153,319.603386,114.9892817,575.7424394,356.2093131,270.0753478,276.2763601,435.6020049,173.0950895,680.2677338,853.7045324,760.2047437,1125.312003,498.5810408,1595.698714,495.8841706,945.2999055,974.1295697,1569.255464,1941.128223,401.059919,1050.691125,791.1503683,1263.40988,1081.55956,116.1900302,365.5162254,660.4144715,318.7603537,828.7623361,553.6699325,634.3064211,1047.070642,1066.953231,41.95398904,1694.888005,831.5679366,537.0105403,1389.428588,556.6877658,267.7554192,444.2058777,859.8814651,1606.420041,1108.432232,805.2575595,1230.508872,676.4526101,5.93967925,11.22037833,9.172427509,10.08081753,12.39526635,11.4943556,12.93571756,12.27670602,12.75196241,12.06069593,10.67065625,6.189824559,10.37286506,10.10197567,7.392317423,11.38316426,12.33539035,11.08945048,11.73047014,12.22701419,11.50729912,12.42888355,8.409390936,9.987264012,10.46250227,11.65597786,10.64835758,10.94471206,13.06911406,12.45866293,12.31967212,12.59898297,12.33957168,11.80372753,9.874981348,10.29920802,11.65463603,9.247927513,8.417852515,9.366322214,12.67419227,11.17430154,12.77107674,12.38936246,13.29849222,10.666224,11.27146303,9.73470962,9.920352855,10.81378119,7.74819285,11.37449615,11.88569637,11.69957245,12.79421277,12.86689253,3.169925001,12.30035256,11.15860969,10.50183718,10.06474276,10.03891899,9.209453366,10.32755264,12.04336911,11.82932634,12.53065018,12.40247917,12.88950396,13.27131712,10.10328781,9.37286506,10.48984796,9.731319031,12.25974326,9.266786541,11.9162527,13.17008154,13.15513445,10.31514956,11.73216743,2.584962501,10.99929539,10.80170836,11.14720492,8.184875343,8.262094845,11.48582931,11.70303839,10.45532722,12.32586758,12.14784089,12.05018877,11.10000522,8.991521846,10.09143539,9.856425529
TMEM117,0,60.40608001,0,0,0,0,0,0,0,0,0,0,0,1.009022409,0,0,0,0,0,0,0,0,0,0,0,0,6.795391151,0,0,0,0,0,0,0,0,0,1.678943155,0,20.096154,0,0,0,0,0,0,5.240860616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208064161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.8666062,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.169925001,0,0,0,0,0,0,5.321928095,0,1.584962501,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.64385619,0,0,0,0,0,0,0,0,0,4.64385619,0,0,4.169925001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.087462841,0,0,2.807354922,0,2.321928095,0,2,0,1
NDUFA9,14.34426249,3.834160518,19.23217978,24.76773454,11.2544059,5.578828126,8.049125091,16.31474017,3.437876536,16.09118112,5.996486996,14.94829579,9.32615662,12.69362038,24.98104821,15.86128669,32.0786774,15.14775056,33.87220829,11.16157232,14.66408289,23.07407337,8.386635681,19.83508978,23.72511848,12.64735189,11.15045459,8.206990431,25.31008648,22.6016323,10.4679662,22.41231962,16.97252363,24.36887271,13.63907266,18.42893729,19.17591893,7.926957288,16.73967249,34.62510791,14.24398761,3.927507245,20.65968585,6.821241613,24.68411835,25.55206694,26.35789712,1.866520308,8.799167941,6.619795117,0.827645901,64.58165267,13.07218182,2.365872668,14.5517206,35.92513899,29.72097304,23.53636036,37.7530093,2.422757721,14.0171571,6.896943316,20.76933891,28.4050297,22.86843583,29.42747408,0,4.002685042,8.140453539,17.2442437,5.228145418,31.50369874,33.15937581,20.82726865,15.94773679,2.55848979,26.12281678,0.151266769,1.023762933,0,10.97657062,1.727843607,12.21277028,0.506274585,9.819634169,19.67009836,0,8.632995197,7.741466986,8.554588852,8.665335917,7.672425342,8.379378367,8.276124405,7.714245518,7.912889336,7.727920455,3.700439718,7.209453366,0,6.599912842,7.285402219,7.357552005,7.686500527,6.614709844,7.483815777,8.409390936,7.531381461,7.50779464,8.071462363,8.139551352,7.888743249,5.285402219,7.475733431,8.46760555,7.098032083,8.396604781,7.912889336,8.129283017,7.6794801,6.977279923,8.54303182,7.826548487,7.73470962,7.912889336,8.939579214,8.832890014,8.442943496,8.139551352,9.603626345,9.285402219,1,10.16867212,9.100662339,8.184875343,9.724513853,7.159871337,8.087462841,6.087462841,6.14974712,6.768184325,8.558420713,7.787902559,8.483815777,8.383704292,9.169925001,8.463524373,0,8.54303182,8.618385502,7.357552005,4.392317423,8.912889336,8.392317423,7.515699838,8.169925001,7.357552005,8.174925683,8.22881869,7.77478706,7.491853096,6.50779464,9.453270634,8.271463028,9.368506462,7.942514505,7.721099189,0,1.584962501,8.810571635,8.055282436,7.426264755,6.918863237,7.451211112,6.087462841,9.167418146,8.06608919,6.491853096,8.45532722,7.686500527,8.189824559,8.330916878,8.13442632
GLIPR1,0.812333589,0,0,0,0.145644692,0,0.246909031,0,0.153911336,0.80771108,0.32567102,0.263418266,0,0.184443227,0,0.185025731,0.121041415,0,0.472821074,0,0.489071044,0,0,0.205350727,0.173126915,0.195793325,0.486061289,0,0.511283566,0.171737592,0,0,0,0,0,0,0,0.160130745,0,0,0,0,0,0,0,0.522544252,0,29.28139285,0.297459322,0.668625226,0,0.422834768,0,0.435442601,0,0,0.127874619,0,0,0,0,0,0,0,0.228197262,5.483875236,0,0,0,0.847251305,0,0.153484557,0,0,0,0,0,0,0.141318888,1.55711132,0,0,0.137619163,0,0,0,1.14055365,0,0,0,0,0,0,4.087462841,2.321928095,0,0,0,0,1,0,0,0,0,0,0,0,2.807354922,0,0,0,0,0,0,1.584962501,0,0,0,0,0,6.14974712,0,0,0,0,0,0,0,4.169925001,0,0,0,0,0,0,0,0,0,6.189824559,0,0,0,0,5.044394119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.807354922,0,0,0,0,0,0,5.523561956,0,0,0,0,7.348728154,0,1,1,0,0,0,0,0,0,0,0,0
SDSL,0,0,0,9.529261487,0,0,0,0,0,0,7.836164988,0,0,0,0,0,0,0,14.27680673,0,0,0,0,0.581301946,0,0,0,0,0,0,0,0,0,0,0,0,3.909452473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.807354922,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6.087462841,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.700439718,0,0,0,0,0,0,0,0,0,0,0,2.584962501,0,4.247927513,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.614709844,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMAB,30.17764394,4.471047819,16.55959521,2.727732163,36.31276448,29.49168995,17.48316133,12.28999493,0.613981439,0.13425468,2.273535795,10.24554666,38.94469397,8.093568197,16.16503126,3.690513222,0.362142827,9.74212561,3.457983316,33.352491,11.54339845,0,13.1885282,5.324688857,0,7.420037845,0.646330146,1.386597663,24.73023337,32.88449976,0,8.563574672,0,0.525092188,7.78869244,7.778737711,14.46186648,18.36526526,16.13134019,24.11801075,3.743550104,42.1732481,18.4002728,0,7.742629663,10.16207342,0,4.171750564,0.741638445,0,16.79777188,14.47809103,0,10.85664322,0,30.73717185,0,7.398555039,0,2.715890495,0.192968044,0,0,5.865593474,0.910322051,1.063427157,0,0,0,0,5.278062617,2.755255216,7.265101737,82.4615789,14.53542529,0.38423569,31.04910605,0,0,0,0,12.00516823,3.56842769,0,40.8792151,3.030598662,0,5.357552005,3.321928095,2.807354922,5.857980995,3.584962501,5.64385619,0,7.022367813,4.754887502,5.426264755,4,7.357552005,5.169925001,5.781359714,4.584962501,4.700439718,0,5.321928095,4.392317423,0,0,6.672425342,4.754887502,6.339850003,7.366322214,6.475733431,2,5.426264755,5.129283017,2,1,3.906890596,5.857980995,5.832890014,5.087462841,5.523561956,0,3,5.906890596,3,0,2.321928095,0,5.426264755,0,1,5.169925001,2,7.266786541,4.523561956,4.857980995,6.266786541,4.459431619,1.584962501,0,0,4.700439718,3.321928095,4.754887502,5.129283017,7.491853096,7.022367813,5.614709844,1,6.189824559,0,3.700439718,0,4.807354922,2.321928095,4.523561956,5.727920455,3.584962501,3.169925001,0,2.584962501,0,2,3.321928095,0,0,2.807354922,6.169925001,7.515699838,3.807354922,2,6.794415866,7.118941073,2.321928095,3.321928095,0,4.247927513,4.247927513,0,2,4.64385619
